,Number,Name,Type_1,Type_2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Generation,isLegendary,Color,hasGender,Pr_Male,Egg_Group_1,Egg_Group_2,hasMegaEvolution,Height_m,Weight_kg,Catch_Rate,Body_Style,species,Pr_Female,BMI,region
302,303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,False,Black,True,0.5,Field,Fairy,True,0.61,11.5,45,bipedal_tailless,Deceiver,0.5,30.9056705187,Hoenn
303,304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,False,Grey,True,0.5,Monster,None,False,0.41,60.0,180,quadruped,Iron Armor,0.5,356.930398572,Hoenn
304,305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,False,Grey,True,0.5,Monster,None,False,0.89,120.0,90,quadruped,Iron Armor,0.5,151.496023229,Hoenn
305,306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,False,Grey,True,0.5,Monster,None,True,2.11,360.0,45,bipedal_tailed,Iron Armor,0.5,80.8607174143,Hoenn
306,307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,False,Blue,True,0.5,Human-Like,None,False,0.61,11.2,180,bipedal_tailless,Meditate,0.5,30.0994356356,Hoenn
307,308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False,Red,True,0.5,Human-Like,None,True,1.3,31.5,90,bipedal_tailless,Meditate,0.5,18.6390532544,Hoenn
308,309,Electrike,Electric,None,295,40,45,40,65,40,65,3,False,Green,True,0.5,Field,None,False,0.61,15.2,120,quadruped,Lightning,0.5,40.8492340769,Hoenn
309,310,Manectric,Electric,None,475,70,75,60,105,60,105,3,False,Yellow,True,0.5,Field,None,True,1.5,40.2,45,quadruped,Discharge,0.5,17.8666666667,Hoenn
310,311,Plusle,Electric,None,405,60,50,40,85,75,95,3,False,Yellow,True,0.5,Fairy,None,False,0.41,4.2,200,bipedal_tailed,Cheering,0.5,24.9851279001,Hoenn
311,312,Minun,Electric,None,405,60,40,50,75,85,95,3,False,Yellow,True,0.5,Fairy,None,False,0.41,4.2,200,bipedal_tailed,Cheering,0.5,24.9851279001,Hoenn
312,313,Volbeat,Bug,None,400,65,73,55,47,75,85,3,False,Grey,True,1.0,Bug,Human-Like,False,0.71,17.7,150,bipedal_tailed,Firefly,0.0,35.1120809363,Hoenn
313,314,Illumise,Bug,None,400,65,47,55,73,75,85,3,False,Purple,True,0.0,Bug,Human-Like,False,0.61,17.7,150,bipedal_tailless,Firefly,1.0,47.5678581027,Hoenn
314,315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,False,Green,True,0.5,Fairy,Grass,False,0.3,2.0,150,bipedal_tailless,Thorn,0.5,22.2222222222,Hoenn
315,316,Gulpin,Poison,None,302,70,43,53,43,53,40,3,False,Green,True,0.5,Amorphous,None,False,0.41,10.3,225,head_arms,Stomach,0.5,61.2730517549,Hoenn
316,317,Swalot,Poison,None,467,100,73,83,73,83,55,3,False,Purple,True,0.5,Amorphous,None,False,1.7,80.0,75,head_arms,Poison Bag,0.5,27.6816608997,Hoenn
317,318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,False,Red,True,0.5,Water_2,None,False,0.79,20.8,225,with_fins,Savage,0.5,33.3279923089,Hoenn
318,319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,False,Blue,True,0.5,Water_2,None,True,1.8,88.8,60,with_fins,Brutal,0.5,27.4074074074,Hoenn
319,320,Wailmer,Water,None,400,130,70,35,70,35,60,3,False,Blue,True,0.5,Field,Water_2,False,2.01,130.0,125,with_fins,Ball Whale,0.5,32.177421351,Hoenn
320,321,Wailord,Water,None,500,170,90,45,90,45,60,3,False,Blue,True,0.5,Field,Water_2,False,14.5,398.0,60,with_fins,Float Whale,0.5,1.89298454221,Hoenn
321,322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,False,Yellow,True,0.5,Field,None,False,0.71,24.0,255,quadruped,Numb,0.5,47.6096012696,Hoenn
322,323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,False,Red,True,0.5,Field,None,True,1.91,220.0,150,quadruped,Eruption,0.5,60.3053644363,Hoenn
323,324,Torkoal,Fire,None,470,70,85,140,85,70,20,3,False,Brown,True,0.5,Field,None,False,0.51,80.4,90,quadruped,Coal,0.5,309.111880046,Hoenn
324,325,Spoink,Psychic,None,330,60,25,35,70,80,60,3,False,Black,True,0.5,Field,None,False,0.71,30.6,255,head_arms,Bounce,0.5,60.7022416187,Hoenn
325,326,Grumpig,Psychic,None,470,80,45,65,90,110,80,3,False,Purple,True,0.5,Field,None,False,0.89,71.5,60,bipedal_tailed,Manipulate,0.5,90.2663805075,Hoenn
326,327,Spinda,Normal,None,360,60,60,60,60,60,60,3,False,Brown,True,0.5,Field,Human-Like,False,1.09,5.0,255,bipedal_tailed,Spot Panda,0.5,4.20839996633,Hoenn
327,328,Trapinch,Ground,None,290,45,100,45,45,45,10,3,False,Brown,True,0.5,Bug,None,False,0.71,15.0,255,insectoid,Ant Pit,0.5,29.7560007935,Hoenn
328,329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,False,Green,True,0.5,Bug,None,False,1.09,15.3,120,four_wings,Vibration,0.5,12.877703897,Hoenn
329,330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,False,Green,True,0.5,Bug,None,False,2.01,82.0,45,two_wings,Mystic,0.5,20.2965273137,Hoenn
330,331,Cacnea,Grass,None,335,50,85,40,85,40,35,3,False,Green,True,0.5,Grass,Human-Like,False,0.41,51.3,190,bipedal_tailless,Cactus,0.5,305.175490779,Hoenn
331,332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,False,Green,True,0.5,Grass,Human-Like,False,1.3,77.4,60,bipedal_tailless,Scarecrow,0.5,45.798816568,Hoenn
332,333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,False,Blue,True,0.5,Flying,Dragon,False,0.41,1.2,255,two_wings,Cotton Bird,0.5,7.13860797145,Hoenn
333,334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,False,Blue,True,0.5,Flying,Dragon,True,1.09,20.6,45,two_wings,Humming,0.5,17.3386078613,Hoenn
334,335,Zangoose,Normal,None,458,73,115,60,60,60,90,3,False,White,True,0.5,Field,None,False,1.3,40.3,90,bipedal_tailed,Cat Ferret,0.5,23.8461538462,Hoenn
335,336,Seviper,Poison,None,458,73,100,60,100,60,65,3,False,Black,True,0.5,Field,Dragon,False,2.69,52.5,90,serpentine_body,Fang Snake,0.5,7.2552894515,Hoenn
336,337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,False,Yellow,False,0.0,Mineral,None,False,0.99,168.0,45,head_only,Meteorite,0.0,171.411080502,Hoenn
337,338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,False,Red,False,0.0,Mineral,None,False,1.19,154.0,45,head_only,Meteorite,0.0,108.749382106,Hoenn
338,339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,False,Grey,True,0.5,Water_2,None,False,0.41,1.9,190,with_fins,Whiskers,0.5,11.3027959548,Hoenn
339,340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,False,Blue,True,0.5,Water_2,None,False,0.89,23.6,75,with_fins,Whiskers,0.5,29.7942179018,Hoenn
340,341,Corphish,Water,None,308,43,80,65,50,35,35,3,False,Red,True,0.5,Water_1,Water_3,False,0.61,11.5,205,insectoid,Ruffian,0.5,30.9056705187,Hoenn
341,342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,False,Red,True,0.5,Water_1,Water_3,False,1.09,32.8,155,insectoid,Rogue,0.5,27.6071037791,Hoenn
342,343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,False,Brown,False,0.0,Mineral,None,False,0.51,21.5,255,head_arms,Clay Doll,0.0,82.6605151865,Hoenn
343,344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,False,Black,False,0.0,Mineral,None,False,1.5,108.0,90,head_arms,Clay Doll,0.0,48.0,Hoenn
344,345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,False,Purple,True,0.875,Water_3,None,False,0.99,23.8,45,head_base,Sea Lily,0.125,24.2832364044,Hoenn
345,346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,False,Green,True,0.875,Water_3,None,False,1.5,60.4,45,head_base,Barnacle,0.125,26.8444444444,Hoenn
346,347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,False,Grey,True,0.875,Water_3,None,False,0.71,12.5,45,insectoid,Old Shrimp,0.125,24.7966673279,Hoenn
347,348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,False,Grey,True,0.875,Water_3,None,False,1.5,68.2,45,bipedal_tailed,Plate,0.125,30.3111111111,Hoenn
348,349,Feebas,Water,None,200,20,15,20,10,55,80,3,False,Brown,True,0.5,Water_1,Dragon,False,0.61,7.4,255,with_fins,Fish,0.5,19.8871271164,Hoenn
349,350,Milotic,Water,None,540,95,60,79,100,125,81,3,False,Pink,True,0.5,Water_1,Dragon,False,6.2,162.0,60,serpentine_body,Tender,0.5,4.21436004162,Hoenn
350,351,Castform,Normal,None,420,70,70,70,70,70,70,3,False,White,True,0.5,Fairy,Amorphous,False,0.3,0.8,45,head_only,Weather,0.5,8.88888888889,Hoenn
351,352,Kecleon,Normal,None,440,60,90,70,60,120,40,3,False,Green,True,0.5,Field,None,False,0.99,22.0,200,bipedal_tailed,Color Swap,0.5,22.4466891134,Hoenn
352,353,Shuppet,Ghost,None,295,44,75,35,63,33,45,3,False,Black,True,0.5,Amorphous,None,False,0.61,2.3,225,head_only,Puppet,0.5,6.18113410374,Hoenn
353,354,Banette,Ghost,None,455,64,115,65,83,63,65,3,False,Black,True,0.5,Amorphous,None,True,1.09,12.5,45,bipedal_tailed,Marionette,0.5,10.5209999158,Hoenn
354,355,Duskull,Ghost,None,295,20,40,90,30,90,25,3,False,Black,True,0.5,Amorphous,None,False,0.79,15.0,190,head_arms,Requiem,0.5,24.0346098382,Hoenn
355,356,Dusclops,Ghost,None,455,40,70,130,60,130,25,3,False,Black,True,0.5,Amorphous,None,False,1.6,30.6,90,bipedal_tailless,Beckon,0.5,11.953125,Hoenn
356,357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,False,Green,True,0.5,Monster,Grass,False,2.01,100.0,200,quadruped,Fruit,0.5,24.7518625777,Hoenn
357,358,Chimecho,Psychic,None,425,65,50,70,95,80,65,3,False,Blue,True,0.5,Amorphous,None,False,0.61,1.0,45,head_arms,Wind Chime,0.5,2.68744961032,Hoenn
358,359,Absol,Dark,None,465,65,130,60,75,60,75,3,False,White,True,0.5,Field,None,True,1.19,47.0,30,quadruped,Disaster,0.5,33.1897464868,Hoenn
359,360,Wynaut,Psychic,None,260,95,23,48,23,48,23,3,False,Blue,True,0.5,Undiscovered,None,False,0.61,14.0,125,bipedal_tailed,Bright,0.5,37.6242945445,Hoenn
360,361,Snorunt,Ice,None,300,50,50,50,50,50,50,3,False,Grey,True,0.5,Fairy,Mineral,False,0.71,16.8,190,bipedal_tailless,Snow Hat,0.5,33.3267208887,Hoenn
361,362,Glalie,Ice,None,480,80,80,80,80,80,80,3,False,Grey,True,0.5,Fairy,Mineral,True,1.5,256.5,75,head_only,Face,0.5,114.0,Hoenn
362,363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,False,Blue,True,0.5,Water_1,Field,False,0.79,39.5,255,with_fins,Clap,0.5,63.2911392405,Hoenn
363,364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,False,Blue,True,0.5,Water_1,Field,False,1.09,87.6,120,with_fins,Ball Roll,0.5,73.7311674102,Hoenn
364,365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,False,Blue,True,0.5,Water_1,Field,False,1.4,150.6,45,quadruped,Ice Break,0.5,76.8367346939,Hoenn
365,366,Clamperl,Water,None,345,35,64,85,74,55,32,3,False,Blue,True,0.5,Water_1,None,False,0.41,52.5,255,head_only,Bivalve,0.5,312.314098751,Hoenn
366,367,Huntail,Water,None,485,55,104,105,94,75,52,3,False,Blue,True,0.5,Water_1,None,False,1.7,27.0,60,serpentine_body,Deep Sea,0.5,9.34256055363,Hoenn
367,368,Gorebyss,Water,None,485,55,84,105,114,75,52,3,False,Pink,True,0.5,Water_1,None,False,1.8,22.6,60,serpentine_body,South Sea,0.5,6.97530864198,Hoenn
368,369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,False,Grey,True,0.875,Water_1,Water_2,False,0.99,23.4,25,with_fins,Longevity,0.125,23.8751147842,Hoenn
369,370,Luvdisc,Water,None,330,43,30,55,40,65,97,3,False,Pink,True,0.25,Water_2,None,False,0.61,8.7,225,with_fins,Rendezvous,0.75,23.3808116098,Hoenn
370,371,Bagon,Dragon,None,300,45,75,60,40,30,50,3,False,Blue,True,0.5,Dragon,None,False,0.61,42.1,45,bipedal_tailless,Rock Head,0.5,113.141628594,Hoenn
371,372,Shelgon,Dragon,None,420,65,95,100,60,50,50,3,False,White,True,0.5,Dragon,None,False,1.09,110.5,45,quadruped,Endurance,0.5,93.005639256,Hoenn
372,373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,False,Blue,True,0.5,Dragon,None,True,1.5,102.6,45,quadruped,Dragon,0.5,45.6,Hoenn
373,374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,False,Blue,False,0.0,Mineral,None,False,0.61,95.2,3,head_base,Iron Ball,0.0,255.845202902,Hoenn
374,375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,False,Blue,False,0.0,Mineral,None,False,1.19,202.5,3,head_arms,Iron Claw,0.0,142.998375821,Hoenn
375,376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,False,Blue,False,0.0,Mineral,None,True,1.6,550.0,3,multiple_bodies,Iron Leg,0.0,214.84375,Hoenn
376,377,Regirock,Rock,None,580,80,100,200,50,100,50,3,True,Brown,False,0.0,Undiscovered,None,False,1.7,230.0,3,bipedal_tailless,Rock Peak,0.0,79.5847750865,Hoenn
377,378,Regice,Ice,None,580,80,50,100,100,200,50,3,True,Blue,False,0.0,Undiscovered,None,False,1.8,175.0,3,bipedal_tailless,Iceberg,0.0,54.012345679,Hoenn
378,379,Registeel,Steel,None,580,80,75,150,75,150,50,3,True,Grey,False,0.0,Undiscovered,None,False,1.91,205.0,3,bipedal_tailless,Iron,0.0,56.1936350429,Hoenn
379,380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,True,Red,True,0.0,Undiscovered,None,True,1.4,40.0,3,two_wings,Eon,1.0,20.4081632653,Hoenn
380,381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,True,Blue,True,1.0,Undiscovered,None,True,2.01,60.0,3,two_wings,Eon,0.0,14.8511175466,Hoenn
381,382,Kyogre,Water,None,670,100,100,90,150,140,90,3,True,Blue,False,0.0,Undiscovered,None,False,4.5,352.0,3,with_fins,Sea Basin,0.0,17.3827160494,Hoenn
382,383,Groudon,Ground,None,670,100,150,140,100,90,90,3,True,Red,False,0.0,Undiscovered,None,False,3.51,950.0,3,bipedal_tailed,Continent,0.0,77.1097637195,Hoenn
383,384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,True,Green,False,0.0,Undiscovered,None,True,7.01,206.5,45,serpentine_body,Sky High,0.0,4.20227065065,Hoenn
384,385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,True,Yellow,False,0.0,Undiscovered,None,False,0.3,1.1,3,bipedal_tailless,Wish,0.0,12.2222222222,Hoenn
385,386,Deoxys,Psychic,None,600,50,150,50,150,50,150,3,True,Red,False,0.0,Undiscovered,None,False,1.7,60.8,3,bipedal_tailless,DNA,0.0,21.0380622837,Hoenn
386,387,Turtwig,Grass,None,318,55,68,64,45,55,31,4,False,Green,True,0.875,Monster,Grass,False,0.41,10.2,45,quadruped,Tiny Leaf,0.125,60.6781677573,Sinnoh
387,388,Grotle,Grass,None,405,75,89,85,55,65,36,4,False,Green,True,0.875,Monster,Grass,False,1.09,97.0,45,quadruped,Grove,0.125,81.6429593469,Sinnoh
388,389,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,False,Green,True,0.875,Monster,Grass,False,2.21,310.0,45,quadruped,Continent,0.125,63.4712638971,Sinnoh
389,390,Chimchar,Fire,None,309,44,58,44,58,44,61,4,False,Brown,True,0.875,Field,Human-Like,False,0.51,6.2,45,bipedal_tailed,Chimp,0.125,23.8369857747,Sinnoh
390,391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,False,Brown,True,0.875,Field,Human-Like,False,0.89,22.0,45,bipedal_tailed,Playful,0.125,27.7742709254,Sinnoh
391,392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,False,Brown,True,0.875,Field,Human-Like,False,1.19,55.0,45,bipedal_tailed,Flame,0.125,38.8390650378,Sinnoh
392,393,Piplup,Water,None,314,53,51,53,61,56,40,4,False,Blue,True,0.875,Water_1,Field,False,0.41,5.2,45,bipedal_tailless,Penguin,0.125,30.9339678763,Sinnoh
393,394,Prinplup,Water,None,405,64,66,68,81,76,50,4,False,Blue,True,0.875,Water_1,Field,False,0.79,23.0,45,bipedal_tailed,Penguin,0.125,36.8530684185,Sinnoh
394,395,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,False,Blue,True,0.875,Water_1,Field,False,1.7,84.5,45,bipedal_tailed,Emperor,0.125,29.2387543253,Sinnoh
395,396,Starly,Normal,Flying,245,40,55,30,30,30,60,4,False,Brown,True,0.5,Flying,None,False,0.3,2.0,255,two_wings,Starling,0.5,22.2222222222,Sinnoh
396,397,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,False,Brown,True,0.5,Flying,None,False,0.61,15.5,120,two_wings,Starling,0.5,41.65546896,Sinnoh
397,398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,False,Brown,True,0.5,Flying,None,False,1.19,24.9,45,two_wings,Predator,0.5,17.5835039898,Sinnoh
398,399,Bidoof,Normal,None,250,59,45,40,35,40,31,4,False,Brown,True,0.5,Water_1,Field,False,0.51,20.0,255,quadruped,Plump Mouse,0.5,76.893502499,Sinnoh
399,400,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,False,Brown,True,0.5,Water_1,Field,False,0.99,31.5,127,bipedal_tailed,Beaver,0.5,32.1395775941,Sinnoh
400,401,Kricketot,Bug,None,194,37,25,41,25,41,25,4,False,Red,True,0.5,Bug,None,False,0.3,2.2,255,bipedal_tailless,Cricket,0.5,24.4444444444,Sinnoh
401,402,Kricketune,Bug,None,384,77,85,51,55,51,65,4,False,Red,True,0.5,Bug,None,False,0.99,25.5,45,four_wings,Cricket,0.5,26.0177532905,Sinnoh
402,403,Shinx,Electric,None,263,45,65,34,40,34,45,4,False,Blue,True,0.5,Field,None,False,0.51,9.5,235,quadruped,Flash,0.5,36.524413687,Sinnoh
403,404,Luxio,Electric,None,363,60,85,49,60,49,60,4,False,Blue,True,0.5,Field,None,False,0.89,30.5,120,quadruped,Spark,0.5,38.5052392375,Sinnoh
404,405,Luxray,Electric,None,523,80,120,79,95,79,70,4,False,Blue,True,0.5,Field,None,False,1.4,42.0,45,quadruped,Gleam Eyes,0.5,21.4285714286,Sinnoh
405,406,Budew,Grass,Poison,280,40,30,35,50,70,55,4,False,Green,True,0.5,Undiscovered,None,False,0.2,1.2,255,bipedal_tailless,Bud,0.5,30.0,Sinnoh
406,407,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,False,Green,True,0.5,Fairy,Grass,False,0.89,14.5,75,bipedal_tailless,Bouquet,0.5,18.3057694736,Sinnoh
407,408,Cranidos,Rock,None,350,67,125,40,30,30,58,4,False,Blue,True,0.875,Monster,None,False,0.89,31.5,45,bipedal_tailed,Head Butt,0.125,39.7677060977,Sinnoh
408,409,Rampardos,Rock,None,495,97,165,60,65,50,58,4,False,Blue,True,0.875,Monster,None,False,1.6,102.5,45,bipedal_tailed,Head Butt,0.125,40.0390625,Sinnoh
409,410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,False,Grey,True,0.875,Monster,None,False,0.51,57.0,45,quadruped,Shield,0.125,219.146482122,Sinnoh
410,411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,False,Grey,True,0.875,Monster,None,False,1.3,149.5,45,quadruped,Shield,0.125,88.4615384615,Sinnoh
411,412,Burmy,Bug,None,224,40,29,45,29,45,36,4,False,Grey,True,0.5,Bug,None,False,0.2,3.4,120,head_base,Bagworm,0.5,85.0,Sinnoh
412,413,Wormadam,Bug,Grass,424,60,59,85,79,105,36,4,False,Grey,True,0.0,Bug,None,False,0.51,6.5,45,head_base,Bagworm,1.0,24.9903883122,Sinnoh
413,414,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,False,Yellow,True,1.0,Bug,None,False,0.89,23.3,45,four_wings,Moth,0.0,29.4154778437,Sinnoh
414,415,Combee,Bug,Flying,244,30,30,42,30,42,70,4,False,Yellow,True,0.875,Bug,None,False,0.3,5.5,120,multiple_bodies,Tiny Bee,0.125,61.1111111111,Sinnoh
415,416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,False,Yellow,True,0.0,Bug,None,False,1.19,38.5,45,four_wings,Beehive,1.0,27.1873455264,Sinnoh
416,417,Pachirisu,Electric,None,405,60,45,70,45,90,95,4,False,White,True,0.5,Field,Fairy,False,0.41,3.9,200,quadruped,EleSquirrel,0.5,23.2004759072,Sinnoh
417,418,Buizel,Water,None,330,55,65,35,60,30,85,4,False,Brown,True,0.5,Water_1,Field,False,0.71,29.5,190,quadruped,Sea Weasel,0.5,58.5201348939,Sinnoh
418,419,Floatzel,Water,None,495,85,105,55,85,50,115,4,False,Brown,True,0.5,Water_1,Field,False,1.09,33.5,75,quadruped,Sea Weasel,0.5,28.1962797744,Sinnoh
419,420,Cherubi,Grass,None,275,45,35,45,62,53,35,4,False,Pink,True,0.5,Fairy,Grass,False,0.41,3.3,190,multiple_bodies,Cherry,0.5,19.6311719215,Sinnoh
420,421,Cherrim,Grass,None,450,70,60,70,87,78,85,4,False,Pink,True,0.5,Fairy,Grass,False,0.51,9.3,75,head_legs,Blossom,0.5,35.7554786621,Sinnoh
421,422,Shellos,Water,None,325,76,48,48,57,62,34,4,False,Purple,True,0.5,Water_1,Amorphous,False,0.3,6.3,190,serpentine_body,Sea Slug,0.5,70.0,Sinnoh
422,423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,False,Purple,True,0.5,Water_1,Amorphous,False,0.89,29.9,75,serpentine_body,Sea Slug,0.5,37.7477591213,Sinnoh
423,424,Ambipom,Normal,None,482,75,100,66,60,66,115,4,False,Purple,True,0.5,Field,None,False,1.19,20.3,45,bipedal_tailed,Long Tail,0.5,14.335145823,Sinnoh
424,425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,False,Purple,True,0.5,Amorphous,None,False,0.41,1.2,125,head_arms,Balloon,0.5,7.13860797145,Sinnoh
425,426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,False,Purple,True,0.5,Amorphous,None,False,1.19,15.0,60,head_arms,Blimp,0.5,10.592472283,Sinnoh
426,427,Buneary,Normal,None,350,55,66,44,44,56,85,4,False,Brown,True,0.5,Field,Human-Like,False,0.41,5.5,190,bipedal_tailed,Rabbit,0.5,32.7186198691,Sinnoh
427,428,Lopunny,Normal,None,480,65,76,84,54,96,105,4,False,Brown,True,0.5,Field,Human-Like,True,1.19,33.3,60,bipedal_tailed,Rabbit,0.5,23.5152884683,Sinnoh
428,429,Mismagius,Ghost,None,495,60,60,60,105,105,105,4,False,Purple,True,0.5,Amorphous,None,False,0.89,4.4,45,head_only,Magical,0.5,5.55485418508,Sinnoh
429,430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,False,Black,True,0.5,Flying,None,False,0.89,27.3,30,two_wings,Big Boss,0.5,34.4653452847,Sinnoh
430,431,Glameow,Normal,None,310,49,55,42,42,37,85,4,False,Grey,True,0.25,Field,None,False,0.51,3.9,190,quadruped,Catty,0.75,14.9942329873,Sinnoh
431,432,Purugly,Normal,None,452,71,82,64,64,59,112,4,False,Grey,True,0.25,Field,None,False,0.99,43.8,75,quadruped,Tiger Cat,0.75,44.6893174166,Sinnoh
432,433,Chingling,Psychic,None,285,45,30,50,65,50,45,4,False,Yellow,True,0.5,Undiscovered,None,False,0.2,0.6,120,bipedal_tailless,Bell,0.5,15.0,Sinnoh
433,434,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,False,Purple,True,0.5,Field,None,False,0.41,19.2,225,quadruped,Skunk,0.5,114.217727543,Sinnoh
434,435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,False,Purple,True,0.5,Field,None,False,0.99,38.0,60,quadruped,Skunk,0.5,38.7715539231,Sinnoh
435,436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,False,Green,False,0.0,Mineral,None,False,0.51,60.5,255,head_only,Bronze,0.0,232.60284506,Sinnoh
436,437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,False,Green,False,0.0,Mineral,None,False,1.3,187.0,90,head_arms,Bronze Bell,0.0,110.650887574,Sinnoh
437,438,Bonsly,Rock,None,290,50,80,95,10,45,10,4,False,Brown,True,0.5,Undiscovered,None,False,0.51,15.0,255,head_legs,Bonsai,0.5,57.6701268743,Sinnoh
438,439,Mime_Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,False,Pink,True,0.5,Undiscovered,None,False,0.61,13.0,145,bipedal_tailless,Mime,0.5,34.9368449342,Sinnoh
439,440,Happiny,Normal,None,220,100,5,5,15,65,30,4,False,Pink,True,0.0,Undiscovered,None,False,0.61,24.4,130,bipedal_tailless,Playhouse,1.0,65.5737704918,Sinnoh
440,441,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,False,Black,True,0.5,Flying,None,False,0.51,1.9,30,two_wings,Music Note,0.5,7.30488273741,Sinnoh
441,442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,False,Purple,True,0.5,Amorphous,None,False,0.99,108.0,100,head_base,Forbidden,0.5,110.192837466,Sinnoh
442,443,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,False,Blue,True,0.5,Monster,Dragon,False,0.71,20.5,45,bipedal_tailed,Land Shark,0.5,40.6665344178,Sinnoh
443,444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,False,Blue,True,0.5,Monster,Dragon,False,1.4,56.0,45,bipedal_tailed,Cave,0.5,28.5714285714,Sinnoh
444,445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,False,Blue,True,0.5,Monster,Dragon,True,1.91,95.0,45,bipedal_tailed,Mach,0.5,26.0409528248,Sinnoh
445,446,Munchlax,Normal,None,390,135,85,40,40,85,5,4,False,Black,True,0.875,Undiscovered,None,False,0.61,105.0,50,bipedal_tailless,Big Eater,0.125,282.182209084,Sinnoh
446,447,Riolu,Fighting,None,285,40,70,40,35,40,60,4,False,Blue,True,0.875,Undiscovered,None,False,0.71,20.2,75,bipedal_tailed,Emanation,0.125,40.0714144019,Sinnoh
447,448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,False,Blue,True,0.875,Field,Human-Like,True,1.19,54.0,45,bipedal_tailed,Aura,0.125,38.1329002189,Sinnoh
448,449,Hippopotas,Ground,None,330,68,72,78,38,42,32,4,False,Brown,True,0.5,Field,None,False,0.79,49.5,140,quadruped,Hippo,0.5,79.314212466,Sinnoh
449,450,Hippowdon,Ground,None,525,108,112,118,68,72,47,4,False,Brown,True,0.5,Field,None,False,2.01,300.0,60,quadruped,Heavyweight,0.5,74.255587733,Sinnoh
450,451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,False,Purple,True,0.5,Bug,Water_3,False,0.79,12.0,120,insectoid,Scorpion,0.5,19.2276878705,Sinnoh
